tmid_id,Fiction,Romance,Animation,Music,Comedy,War,Horror,Western,Thriller,Adventure,Mystery,Science,Foreign,Drama,Action,Crime,Documentary,History,Family,Fantasy
tt0114131,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0112364,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0118055,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0112288,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0061395,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112495,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0109370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0112864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0113044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0113492,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0113500,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0113540,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0113677,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107447,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0113749,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0110604,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0110620,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0114478,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0058450,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114663,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tt0114702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0114887,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0114938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0110882,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112471,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112438,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0112571,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0109759,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0113117,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0113303,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0109771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0110005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tt0110066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0113360,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0110148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0113463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0110367,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109731,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0103994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0107566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0110391,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0113808,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0113896,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0113870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0110684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110638,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0113967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0110671,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0105652,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0114129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0110963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0114214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0114296,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110907,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110965,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114571,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0111161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0111149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0108260,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0106966,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0111454,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111590,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114788,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0114888,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0108550,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109655,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109040,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0109045,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106339,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109504,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0107426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0110622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0110771,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0111256,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0111503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0111693,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110455,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111048,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0059170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0112702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0113043,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0113319,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0113827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0109021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0106226,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0106292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0109306,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106471,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0106505,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106677,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111732,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106941,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tt0109913,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109920,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107057,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0107151,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110074,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110097,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0108551,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0107413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0107468,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0107507,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0074102,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107611,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107613,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107653,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110649,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107822,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107840,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107943,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110971,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0111001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0108000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111094,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0108101,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0108122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0111201,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0108162,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0111400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0108328,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0108515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tt0107779,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0114906,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0110623,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107315,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106408,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0109828,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0107225,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0111252,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tt0109382,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106678,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0096895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tt0032910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0100405,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0065214,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0110395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0112606,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0117247,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106537,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117283,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0116684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0070506,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0113083,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0118001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0116165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0090665,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0115837,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0116275,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0113122,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0117608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0117517,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0113947,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109028,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117071,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0116168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0111787,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0062711,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0108181,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0114307,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111430,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0109491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111613,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0109751,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0117774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0109593,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0104046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0117420,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0115951,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0117979,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0116322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tt0112546,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0333373,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0116448,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0116827,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0113429,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117894,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0117723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0112586,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0031612,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0042644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tt0109688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0117331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0116833,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0113280,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0094265,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0070820,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0118523,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0117737,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0100990,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0111237,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0116365,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0117628,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0114266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0116823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0117999,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0049521,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tt0104403,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0110246,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0116164,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0117438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0116571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0117826,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0113080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117718,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0112767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0115632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0104109,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0068646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0109255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0116985,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0115836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0119214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0116934,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0116418,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0116311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0117965,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0113253,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0117093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0024252,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1684935,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0111019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0032904,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0025316,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0053125,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
